I often feel stressed or overwhelmed.,I am generally satisfied with the quality of my sleep.,I have trouble focusing on tasks or staying attentive.,I find it difficult to relax and unwind after a busy day.,I frequently experience feelings of anxiety or worry.,"I regularly engage in activities that improve my mental well-being (e.g., mindfulness, exercise, journaling).",I feel connected and supported by the people in my life.,I often feel isolated or lonely.,I am able to effectively manage my daily stress.,I feel confident about handling unexpected challenges.,I tend to overthink situations or events.,I feel motivated and energized to complete my daily tasks.,I am comfortable practicing mindfulness or meditation techniques.,I am satisfied with my current mood and emotional state.,I am interested in learning new techniques to improve my mental health.,Total_Score,Target
5,2,2,1,1,4,4,1,4,2,1,3,1,5,5,41,1
1,3,1,3,2,2,3,4,2,5,1,4,5,1,5,42,1
4,3,1,5,5,4,4,4,3,2,5,3,5,3,1,52,2
2,5,4,2,5,1,5,5,5,2,5,4,3,4,1,53,2
2,3,2,2,5,4,3,5,3,4,5,3,5,2,1,49,1
3,4,3,1,3,3,3,4,1,1,4,3,3,1,3,40,1
2,3,3,5,1,1,2,2,2,1,5,5,4,1,4,41,1
3,2,4,4,1,2,2,5,4,5,4,1,1,3,4,45,1
4,2,2,5,3,1,4,5,3,2,3,5,1,2,2,44,1
1,2,5,2,4,3,5,1,5,4,2,2,5,2,2,45,1
4,1,3,5,1,3,1,5,4,4,4,1,5,2,2,45,1
4,1,2,1,5,4,3,4,3,2,3,1,3,2,2,40,1
4,2,1,3,5,2,3,4,5,4,1,4,3,5,4,50,2
4,1,3,4,3,2,1,1,1,3,4,4,3,3,2,39,1
5,5,1,4,1,4,4,2,3,3,3,5,3,5,1,49,1
5,4,2,2,4,1,2,4,2,5,2,5,5,2,2,47,1
5,2,1,3,3,4,3,1,3,3,1,5,3,4,3,44,1
3,1,1,4,2,1,2,4,3,3,2,4,4,1,2,37,1
1,2,1,1,4,4,3,3,4,4,1,3,4,2,2,39,1
3,2,1,3,4,2,1,4,5,1,2,1,5,5,1,40,1
4,4,5,3,3,4,3,4,2,4,2,5,3,5,1,52,2
1,5,4,4,3,5,1,5,5,3,4,1,3,1,1,46,1
4,4,3,2,3,3,2,1,5,2,5,1,2,4,3,44,1
2,2,1,4,2,4,5,2,4,3,1,4,1,2,2,39,1
5,1,3,3,4,3,1,2,1,1,2,1,3,4,4,38,1
1,2,5,1,1,5,4,4,5,2,1,3,4,4,4,46,1
2,5,2,4,1,4,1,1,4,4,1,2,2,2,3,38,1
1,3,3,1,3,1,5,5,1,1,1,2,1,4,5,37,1
5,1,5,1,1,5,5,4,3,4,4,5,4,5,2,54,2
1,3,2,1,1,3,4,1,3,5,1,1,4,4,5,39,1
1,4,3,1,3,2,5,4,2,4,2,4,5,1,3,44,1
2,3,3,4,1,4,3,5,1,1,3,4,5,2,4,45,1
1,4,2,5,5,2,2,3,1,3,4,2,3,1,1,39,1
2,3,5,2,4,3,3,2,3,3,4,4,5,4,5,52,2
4,5,4,4,2,4,5,2,5,4,4,5,3,2,2,55,2
4,2,5,4,2,1,2,5,2,3,3,4,3,5,1,46,1
1,4,4,3,5,3,5,5,1,5,2,5,1,3,5,52,2
2,4,3,4,2,1,1,3,5,5,4,1,5,5,1,46,1
1,2,4,1,2,1,3,3,3,1,5,5,3,4,2,40,1
3,2,2,3,5,4,3,2,1,1,2,3,5,3,4,43,1
1,2,5,3,4,3,4,3,5,5,2,5,4,2,5,53,2
1,4,2,4,2,4,1,5,3,3,3,2,5,2,2,43,1
2,2,5,3,4,2,5,1,4,2,2,4,4,2,5,47,1
1,5,3,3,3,2,1,1,2,2,2,1,2,4,4,36,1
4,2,4,2,4,2,5,3,5,3,3,4,3,3,5,52,2
3,2,2,4,5,1,5,1,3,1,3,5,5,4,4,48,1
3,3,2,2,2,5,1,3,4,3,1,3,4,4,1,41,1
4,5,4,1,1,3,4,4,1,3,3,5,5,1,3,47,1
3,5,5,1,3,1,5,4,5,3,1,3,5,5,2,51,2
5,3,1,1,2,3,5,4,1,3,2,4,3,5,1,43,1
5,2,1,4,1,5,3,3,3,2,2,3,4,5,4,47,1
3,5,2,1,1,5,4,5,4,4,1,2,3,2,3,45,1
1,3,4,5,3,2,1,1,5,4,4,1,4,5,1,44,1
4,3,3,4,3,5,2,5,5,4,5,4,1,4,4,56,2
1,2,1,4,3,4,1,4,1,5,2,2,1,2,3,36,1
3,2,1,3,2,4,3,5,3,2,2,2,1,1,4,38,1
4,3,2,4,2,3,1,4,5,5,5,5,5,5,5,58,2
4,5,5,3,4,3,2,5,1,5,5,3,2,3,4,54,2
2,2,2,3,5,5,5,5,5,4,1,2,1,4,5,51,2
4,4,1,2,3,3,2,5,4,5,4,3,2,1,1,44,1
2,3,4,1,3,2,5,3,3,5,3,1,1,1,3,40,1
3,3,2,5,3,5,4,1,2,5,1,2,1,3,3,43,1
1,2,1,4,2,2,1,5,1,5,2,3,3,1,5,38,1
1,4,1,1,1,1,5,5,5,4,4,1,5,4,3,45,1
1,2,5,1,1,2,3,4,4,2,2,4,3,3,1,38,1
2,2,2,4,4,4,3,4,1,4,3,2,1,3,5,44,1
2,4,3,5,3,4,3,5,3,1,1,4,5,5,5,53,2
5,5,2,3,5,1,3,4,4,5,2,2,3,2,4,50,2
5,1,4,4,3,2,1,1,2,5,2,5,1,3,4,43,1
1,1,1,4,5,3,3,3,5,2,2,3,1,1,4,39,1
2,1,3,4,2,4,1,3,3,3,1,5,3,5,3,43,1
5,2,2,3,4,4,1,2,2,4,3,1,2,1,2,38,1
5,5,1,4,4,2,5,5,1,1,4,4,4,3,5,53,2
5,1,5,1,3,4,3,4,4,1,4,3,2,1,4,45,1
4,5,1,1,3,2,3,3,3,2,3,1,2,4,5,42,1
5,1,5,5,5,4,5,3,1,1,1,4,4,5,3,52,2
5,1,3,1,3,2,4,4,1,1,2,5,3,2,2,39,1
1,1,5,5,1,4,5,2,1,3,3,4,1,2,4,42,1
2,3,2,3,5,3,3,4,4,1,1,3,5,1,3,43,1
4,1,1,3,3,2,2,5,1,2,3,1,2,5,5,40,1
5,5,3,5,4,5,2,1,2,1,3,1,4,5,2,48,1
1,2,5,3,5,3,2,3,3,3,3,3,1,3,3,43,1
5,5,5,3,5,1,2,5,5,1,4,4,1,5,2,53,2
5,1,1,3,1,3,1,3,3,5,3,4,1,2,1,37,1
5,5,3,5,5,1,4,4,3,5,5,4,3,5,3,60,2
1,5,5,5,4,4,5,5,1,1,3,3,4,2,1,49,1
3,1,1,2,1,2,2,1,1,3,1,1,1,3,2,25,0
3,1,5,1,3,3,4,5,3,2,1,2,3,3,2,41,1
2,4,1,2,1,5,3,2,5,3,4,3,2,5,5,47,1
5,3,1,1,3,2,3,1,3,5,2,2,4,3,5,43,1
3,4,4,3,3,3,1,4,2,1,5,2,2,2,4,43,1
5,1,5,1,4,5,2,5,4,4,4,1,5,2,2,50,2
3,4,2,4,2,5,3,4,1,1,2,5,4,3,5,48,1
2,5,3,5,4,2,3,2,4,3,3,2,5,5,1,49,1
1,3,2,3,2,4,1,3,4,5,1,2,5,5,4,45,1
3,3,4,5,1,5,4,5,5,5,5,1,2,2,3,53,2
2,2,2,5,5,1,5,5,2,1,1,2,2,1,4,40,1
2,2,1,4,4,3,4,2,5,1,2,1,4,1,2,38,1
5,2,3,1,2,4,4,2,3,1,3,5,2,3,5,45,1
3,5,4,4,2,3,4,1,4,4,3,5,1,1,5,49,1
3,4,5,1,1,4,4,2,5,4,2,3,1,5,3,47,1
5,5,4,2,5,3,5,2,1,5,3,1,1,4,4,50,2
5,3,4,2,2,1,1,1,2,4,4,5,3,2,1,40,1
3,1,3,3,4,5,5,1,2,5,2,1,2,3,3,43,1
1,2,2,1,5,4,5,4,2,4,4,2,3,4,1,44,1
5,2,2,4,3,3,5,5,3,3,3,4,1,5,2,50,2
3,3,1,3,5,3,1,4,5,4,2,1,2,2,2,41,1
2,1,4,3,2,3,3,2,5,3,5,4,3,1,4,45,1
4,5,2,1,1,5,5,4,5,2,4,4,4,1,1,48,1
4,2,3,4,5,3,1,1,3,5,1,1,4,2,5,44,1
4,2,1,2,1,4,1,2,4,2,2,3,1,1,2,32,1
1,5,1,4,1,5,2,1,4,5,3,2,2,2,5,43,1
1,1,1,1,2,3,2,3,3,1,4,5,4,3,4,38,1
3,2,2,1,5,2,5,1,5,2,2,4,4,4,5,47,1
2,1,3,2,4,4,5,4,5,1,4,5,4,5,2,51,2
5,3,1,2,1,2,4,5,4,1,1,2,1,5,1,38,1
4,5,1,3,3,4,2,2,1,5,2,3,2,3,2,42,1
4,5,1,3,2,1,3,3,4,2,1,2,2,5,3,41,1
3,5,5,2,3,1,4,5,1,1,2,5,1,4,1,43,1
4,4,4,5,4,5,1,4,3,1,3,3,2,5,2,50,2
5,2,1,3,1,5,3,3,5,1,3,1,1,1,3,38,1
4,2,5,1,3,5,4,4,3,1,4,4,4,3,5,52,2
2,3,1,3,3,2,2,2,5,3,1,2,2,3,1,35,1
2,3,4,5,3,2,1,4,1,1,1,3,3,5,4,42,1
1,2,1,4,1,3,3,4,5,1,4,2,2,5,3,41,1
4,1,4,5,4,5,5,5,4,2,1,5,3,5,4,57,2
5,3,2,4,4,4,3,4,2,1,1,5,1,3,1,43,1
3,3,5,1,5,4,2,1,4,4,5,5,2,2,2,48,1
2,5,3,5,3,5,5,2,3,4,4,4,2,4,5,56,2
2,4,2,5,2,4,2,1,4,5,3,2,2,4,4,46,1
1,5,2,2,3,2,2,1,3,2,2,5,2,1,2,35,1
2,4,2,3,4,3,3,1,2,3,2,2,1,1,3,36,1
3,4,2,2,1,1,3,4,4,1,1,4,4,3,4,41,1
2,4,5,4,1,1,5,2,4,4,5,3,3,2,4,49,1
4,4,1,3,5,1,1,3,4,2,5,3,2,3,3,44,1
3,3,4,1,3,2,2,2,1,1,2,4,1,1,4,34,1
3,1,2,2,4,2,5,2,4,4,4,5,1,3,2,44,1
1,4,1,1,5,4,4,2,2,2,2,1,1,2,2,34,1
2,3,2,3,2,4,5,1,4,5,3,1,3,3,1,42,1
5,1,2,3,2,1,1,5,3,4,1,4,3,2,3,40,1
5,4,4,2,2,1,3,5,1,3,2,5,2,2,4,45,1
3,1,4,3,3,3,5,4,1,4,2,3,2,4,1,43,1
2,2,5,4,2,4,1,2,1,2,3,5,5,5,1,44,1
4,5,2,2,3,1,2,2,3,3,4,4,4,2,3,44,1
1,4,5,2,1,2,4,2,4,2,4,3,3,3,3,43,1
3,5,2,3,5,5,2,2,4,4,3,1,4,1,4,48,1
5,5,5,1,3,4,4,1,5,3,4,3,3,2,3,51,2
2,1,5,2,3,5,3,3,2,1,3,2,3,5,1,41,1
3,1,1,5,5,4,1,3,5,3,1,5,4,1,3,45,1
4,1,5,1,2,3,5,5,2,4,5,4,4,4,1,50,2
2,3,2,5,2,3,1,5,1,5,3,1,3,3,2,41,1
5,4,4,1,3,2,5,1,3,4,4,5,5,5,1,52,2
5,1,2,3,4,1,3,5,4,1,5,3,2,3,1,43,1
2,2,5,3,1,2,5,2,3,4,1,4,3,4,3,44,1
3,5,4,2,3,4,2,1,2,4,4,2,2,3,4,45,1
3,3,1,4,3,1,3,3,4,2,2,4,2,5,2,42,1
3,3,1,4,1,3,3,1,5,2,5,5,5,5,2,48,1
4,1,5,5,1,1,4,3,4,3,2,4,2,1,4,44,1
1,5,1,5,3,5,3,5,5,2,2,1,2,3,2,45,1
1,4,3,4,3,1,2,4,4,2,1,2,5,5,5,46,1
4,4,1,3,2,3,4,2,4,1,2,4,5,5,4,48,1
3,1,1,4,1,2,1,5,4,2,1,5,3,1,5,39,1
5,5,5,3,4,5,4,3,3,2,2,5,4,3,1,54,2
2,2,1,4,4,4,5,5,1,3,1,3,1,5,4,45,1
2,1,1,2,1,4,2,2,4,4,2,4,4,4,2,39,1
1,3,2,3,4,4,1,4,3,2,2,1,3,4,5,42,1
1,1,5,2,2,2,5,4,4,3,3,2,5,1,4,44,1
5,3,4,4,5,3,5,1,4,5,5,1,5,4,2,56,2
2,3,1,3,2,1,5,5,4,2,5,1,5,3,3,45,1
3,3,3,4,3,4,4,5,1,3,1,2,4,2,4,46,1
3,2,5,2,4,4,1,2,5,3,1,2,1,2,3,40,1
3,5,1,5,2,3,3,4,4,5,1,2,5,3,3,49,1
3,2,5,2,3,4,5,4,5,3,4,4,5,4,4,57,2
3,5,5,1,5,3,4,1,4,5,2,4,5,3,5,55,2
1,2,2,2,3,2,4,3,5,1,3,1,3,5,1,38,1
3,1,2,2,2,4,2,2,5,1,1,2,1,3,2,33,1
2,4,3,2,2,1,2,2,2,2,4,3,4,1,5,39,1
2,1,5,2,2,5,4,5,5,3,2,2,4,4,3,49,1
3,3,4,5,2,2,1,4,4,3,1,1,4,3,2,42,1
3,2,4,3,1,5,1,2,4,3,4,4,2,4,3,45,1
1,4,3,3,2,4,2,1,1,3,4,3,4,2,1,38,1
1,2,5,5,5,4,2,4,4,2,4,2,5,5,4,54,2
1,2,3,3,4,1,2,5,4,2,2,2,1,2,1,35,1
1,2,5,2,5,4,3,4,1,4,3,3,5,4,1,47,1
1,5,5,4,5,3,1,3,2,3,1,2,4,2,5,46,1
1,5,3,4,1,4,1,5,3,2,4,1,1,4,2,41,1
3,1,1,4,4,1,1,1,5,1,3,3,2,4,2,36,1
1,4,1,4,5,5,5,2,4,2,4,1,5,5,4,52,2
2,2,3,5,5,2,5,2,3,4,4,3,5,1,5,51,2
2,1,3,4,4,5,4,5,2,2,3,2,5,4,2,48,1
2,5,2,4,4,4,4,1,4,1,4,4,5,4,2,50,2
4,3,5,5,4,3,4,2,5,5,3,1,3,2,3,52,2
1,2,2,1,4,3,2,3,1,5,1,3,2,3,5,38,1
2,5,4,1,4,3,4,1,2,5,2,4,3,4,1,45,1
1,3,2,1,1,3,2,4,5,3,2,5,3,4,4,43,1
2,2,4,4,3,2,5,4,5,2,2,1,4,2,2,44,1
4,1,1,1,1,3,4,4,4,1,1,2,3,4,3,37,1
4,1,1,4,5,1,2,1,2,3,1,1,3,2,5,36,1
2,4,4,4,3,2,1,4,2,1,2,3,4,5,4,45,1
4,3,1,4,1,1,3,4,3,3,5,3,5,1,1,42,1
2,2,1,4,2,3,2,1,4,1,4,2,3,3,1,35,1
4,2,4,4,4,2,4,3,1,5,4,3,3,1,1,45,1
5,5,5,2,2,3,1,4,1,2,3,4,5,5,2,49,1
3,1,2,1,4,1,4,3,2,1,3,3,1,5,5,39,1
4,3,2,2,3,5,3,4,3,1,5,1,1,3,3,43,1
2,1,3,2,1,2,5,4,1,3,5,2,4,1,4,40,1
5,4,1,5,2,1,4,1,5,4,2,3,2,1,3,43,1
5,4,4,5,1,2,3,5,1,1,3,5,2,2,5,48,1
4,2,4,5,1,5,1,5,4,4,5,1,5,1,4,51,2
3,2,4,5,5,1,2,4,2,2,4,1,1,1,3,40,1
2,3,1,4,2,4,5,2,4,1,3,4,5,1,5,46,1
3,5,4,4,1,3,3,2,2,4,5,5,1,3,4,49,1
5,2,4,1,4,5,1,2,2,5,1,2,1,4,3,42,1
3,3,2,5,3,5,3,4,3,5,2,4,5,1,3,51,2
4,2,1,3,4,5,3,4,3,4,5,3,4,1,2,48,1
4,4,4,3,2,3,4,4,2,1,3,1,4,4,5,48,1
5,1,5,2,1,5,5,2,2,1,3,2,5,1,3,43,1
1,5,3,3,2,4,5,4,5,1,4,3,2,5,2,49,1
5,3,3,3,3,3,2,1,4,2,4,1,5,1,1,41,1
5,4,3,5,5,1,5,2,3,1,4,4,4,4,4,54,2
1,2,2,4,2,3,2,5,4,5,5,4,1,2,3,45,1
1,3,4,2,1,4,1,5,2,2,4,4,4,2,5,44,1
2,4,3,5,2,3,5,2,4,2,5,4,1,3,4,49,1
4,5,5,3,5,4,3,3,2,4,4,5,4,5,4,60,2
2,4,2,4,4,1,4,2,3,2,4,5,1,5,1,44,1
1,5,4,2,5,3,1,2,3,2,4,3,5,2,5,47,1
5,2,2,1,1,3,3,3,1,5,4,4,2,1,2,39,1
4,2,1,1,1,4,1,3,3,1,3,1,4,3,4,36,1
3,5,5,4,3,5,1,2,5,5,1,5,5,5,3,57,2
5,2,3,3,4,5,2,2,4,2,3,1,3,1,2,42,1
5,1,3,3,3,3,4,2,5,4,2,1,4,4,4,48,1
4,1,3,4,2,3,1,5,1,5,2,5,4,3,3,46,1
4,3,1,4,4,3,5,2,5,1,4,4,1,2,4,47,1
5,1,4,5,1,1,1,2,1,3,3,1,4,3,5,40,1
5,4,5,4,5,1,5,1,5,5,5,1,5,5,2,58,2
1,3,4,2,5,3,3,5,5,2,1,2,1,3,4,44,1
5,2,3,2,1,5,1,1,1,3,5,4,2,1,5,41,1
2,5,2,5,4,5,5,1,1,1,5,4,2,1,3,46,1
5,4,4,1,1,3,3,1,2,1,1,4,1,1,1,33,1
2,4,5,5,5,5,4,1,5,1,5,2,1,4,2,51,2
2,4,2,1,3,3,5,5,1,4,1,5,2,1,1,40,1
4,5,1,2,2,3,5,2,4,5,2,1,5,2,1,44,1
3,5,5,2,3,4,2,2,4,4,4,4,4,1,1,48,1
4,3,3,4,1,3,1,2,1,4,5,4,2,1,3,41,1
4,3,1,2,4,3,4,4,3,2,4,2,2,1,3,42,1
1,5,1,4,4,4,5,2,4,1,2,1,1,4,1,40,1
5,2,4,4,1,1,3,3,4,4,1,5,5,1,3,46,1
3,5,4,1,4,3,5,4,3,3,3,4,2,5,3,52,2
4,1,5,1,1,4,2,4,4,5,4,5,3,5,4,52,2
3,3,2,4,1,4,1,2,4,2,1,5,4,3,3,42,1
2,5,3,3,4,3,1,2,3,4,1,3,2,2,2,40,1
3,1,5,2,1,4,4,1,4,4,2,3,3,3,3,43,1
1,2,1,4,2,5,3,4,3,3,3,5,4,3,3,46,1
2,3,2,4,4,4,2,5,5,3,4,1,3,5,5,52,2
4,2,3,2,5,4,5,4,1,2,3,4,1,1,2,43,1
4,3,3,3,5,5,4,3,1,3,4,3,2,3,1,47,1
4,4,1,4,3,4,3,4,3,3,1,1,5,1,3,44,1
3,4,4,5,3,5,3,1,4,5,2,3,1,2,1,46,1
1,3,1,5,2,1,1,4,4,5,4,1,1,2,4,39,1
3,4,1,2,4,2,4,5,1,1,3,1,3,1,4,39,1
4,5,4,2,4,3,5,2,2,1,3,4,4,1,4,48,1
2,4,4,2,3,3,2,2,5,5,4,4,5,4,3,52,2
3,1,5,3,1,2,3,1,4,1,3,4,4,1,1,37,1
3,4,5,1,5,5,4,3,5,3,1,4,2,4,2,51,2
1,3,1,4,2,2,4,4,1,5,2,4,1,5,3,42,1
4,5,3,3,1,2,4,5,3,2,3,4,4,1,4,48,1
4,4,2,5,5,4,5,4,5,5,3,2,3,3,5,59,2
1,1,2,4,5,2,3,5,3,2,1,2,5,5,4,45,1
1,5,1,5,1,2,1,3,2,5,5,4,3,4,2,44,1
4,2,4,1,2,2,1,1,3,1,4,1,1,2,2,31,1
1,3,2,4,4,1,1,3,1,5,5,1,5,4,1,41,1
4,4,5,3,4,5,3,5,5,1,2,3,5,4,4,57,2
2,3,1,3,4,4,1,1,4,5,5,1,5,1,3,43,1
3,3,1,1,5,5,5,2,1,3,3,2,2,3,1,40,1
3,3,2,2,5,2,3,5,3,1,1,2,5,4,1,42,1
1,1,1,2,5,1,2,5,5,4,3,1,2,5,4,42,1
3,5,5,1,3,3,2,4,2,4,2,4,1,4,2,45,1
3,5,4,4,3,1,2,1,4,4,1,2,4,4,1,43,1
5,3,4,2,5,1,1,2,5,2,4,5,3,3,2,47,1
3,2,4,4,2,4,3,4,3,3,1,4,4,2,2,45,1
5,3,1,3,4,5,3,5,3,4,4,3,1,4,2,50,2
1,3,1,2,4,4,4,2,1,3,3,1,4,3,4,40,1
5,5,3,1,1,1,4,5,4,2,2,3,2,1,3,42,1
5,5,2,2,5,2,2,4,5,5,2,1,4,1,2,47,1
5,1,3,1,5,2,1,2,4,3,5,5,2,3,5,47,1
1,5,1,5,1,4,2,4,1,2,3,1,5,5,3,43,1
4,1,5,2,3,4,4,2,2,3,2,5,4,2,1,44,1
2,4,5,2,5,1,4,3,4,3,3,4,3,5,1,49,1
2,3,3,4,5,2,3,5,2,4,3,4,4,3,5,52,2
5,4,4,1,2,4,4,2,3,5,3,2,2,1,1,43,1
5,4,2,1,3,1,3,1,3,1,1,5,4,2,4,40,1
5,3,4,2,2,3,2,5,4,2,4,1,4,3,5,49,1
2,5,4,2,5,3,1,1,3,1,3,4,3,1,4,42,1
3,3,4,2,1,2,4,4,5,5,4,5,3,2,4,51,2
3,1,1,5,5,3,1,4,2,5,3,5,3,1,5,47,1
3,3,5,2,4,1,5,5,2,1,5,2,4,3,4,49,1
4,4,4,3,1,1,2,2,5,4,4,3,4,3,5,49,1
2,2,5,5,4,2,1,5,2,2,3,2,5,4,2,46,1
1,5,4,4,5,4,1,2,5,2,2,4,5,2,3,49,1
1,4,5,5,4,2,4,5,3,2,4,5,5,5,3,57,2
2,4,2,5,3,3,5,2,2,3,1,3,3,4,3,45,1
1,3,2,4,4,3,4,4,3,1,3,2,5,1,3,43,1
1,5,4,4,5,4,1,4,5,5,5,2,1,5,1,52,2
2,1,3,2,2,4,5,2,1,3,1,1,3,4,5,39,1
2,5,4,3,5,1,2,2,4,4,3,4,5,2,3,49,1
4,1,2,3,2,5,4,4,4,1,5,1,5,5,5,51,2
4,4,4,1,3,5,1,4,4,3,4,5,2,4,3,51,2
2,5,5,5,3,2,5,4,2,5,2,4,1,5,4,54,2
3,5,1,4,4,2,5,1,3,2,5,1,2,1,1,40,1
2,2,5,2,5,1,2,5,5,3,5,5,3,4,2,51,2
3,5,5,2,1,3,4,2,2,3,5,5,4,3,2,49,1
3,1,2,4,4,2,5,2,2,1,2,3,3,4,5,43,1
4,1,2,4,2,4,2,4,3,1,4,3,5,4,2,45,1
1,3,3,1,4,2,5,4,1,4,4,1,1,5,1,40,1
1,1,3,1,1,1,5,4,1,1,5,4,5,2,2,37,1
2,1,5,1,2,4,4,5,4,2,5,5,2,2,2,46,1
2,5,4,2,3,5,1,4,5,2,3,1,4,2,5,48,1
5,4,3,2,4,4,5,4,1,1,2,4,5,2,3,49,1
5,3,2,1,5,5,2,5,5,2,4,2,5,2,5,53,2
3,3,1,2,2,3,3,3,1,1,4,2,1,5,2,36,1
4,3,4,2,3,4,4,2,1,5,4,5,2,2,1,46,1
3,5,4,3,5,5,3,3,1,4,4,4,3,1,2,50,2
1,3,1,3,5,5,2,5,2,4,3,4,4,2,3,47,1
2,1,4,3,4,1,1,3,3,1,4,5,4,5,2,43,1
3,1,2,4,5,3,5,4,4,1,2,3,1,5,2,45,1
3,5,3,3,2,5,1,1,1,3,4,2,1,2,3,39,1
2,1,1,3,3,5,3,4,4,1,3,4,4,5,3,46,1
5,2,5,2,2,3,2,2,5,3,3,2,5,5,5,51,2
5,1,2,2,2,3,3,5,3,4,2,2,1,1,4,40,1
1,5,5,2,5,1,4,5,2,2,1,5,1,2,4,45,1
5,4,5,2,5,2,3,2,2,5,4,2,5,2,1,49,1
1,1,1,4,2,1,5,1,3,3,4,3,5,1,3,38,1
3,4,3,1,2,1,3,3,3,4,5,1,3,2,4,42,1
5,3,1,2,4,1,1,4,1,2,2,1,3,1,3,34,1
1,5,2,1,2,4,5,3,4,5,4,2,5,4,3,50,2
5,5,4,1,3,3,4,2,2,1,1,4,2,3,2,42,1
4,2,5,4,5,4,3,4,4,4,4,1,5,4,4,57,2
1,2,1,1,1,4,1,1,1,4,3,3,2,4,1,30,1
1,1,3,1,1,3,1,2,5,2,4,2,2,3,4,35,1
2,5,2,1,3,1,4,4,3,2,4,5,3,1,5,45,1
3,5,3,1,2,3,4,1,1,5,4,5,1,3,4,45,1
1,4,3,2,5,5,1,1,3,1,1,1,4,4,2,38,1
4,5,2,1,5,2,2,5,2,5,2,2,2,5,2,46,1
4,4,4,4,4,1,2,3,1,5,1,3,1,2,4,43,1
2,1,3,5,2,3,5,4,2,2,4,4,1,5,3,46,1
4,1,5,5,2,1,1,2,3,4,2,4,1,2,3,40,1
4,4,4,1,4,5,4,1,2,4,4,2,5,1,2,47,1
1,2,3,5,3,2,2,1,2,1,1,2,1,5,3,34,1
2,1,1,1,1,5,2,2,5,5,5,2,4,3,5,44,1
5,2,2,3,1,2,3,2,2,2,4,4,5,4,3,44,1
2,4,2,1,5,4,2,1,5,5,1,4,4,2,3,45,1
2,2,2,1,5,5,3,4,2,1,1,2,1,1,2,34,1
3,1,5,5,5,2,5,4,1,3,5,2,3,2,3,49,1
3,1,3,4,4,4,2,1,2,5,4,1,4,1,2,41,1
2,4,3,1,5,3,2,1,3,5,3,5,2,1,2,42,1
1,3,2,1,5,1,2,2,3,5,1,2,1,4,5,38,1
5,4,5,4,1,4,3,4,1,5,3,4,1,3,3,50,2
3,4,1,1,1,2,5,1,2,2,3,5,3,5,3,41,1
4,5,2,2,5,3,4,4,1,5,4,3,3,2,4,51,2
4,3,2,4,3,2,2,3,2,2,1,2,4,2,4,40,1
3,2,3,5,2,3,5,4,4,4,4,4,1,3,5,52,2
5,2,3,1,1,3,4,4,3,5,4,2,1,4,5,47,1
4,4,1,2,2,5,3,3,3,5,4,2,2,4,2,46,1
2,3,3,1,1,2,3,1,1,3,1,4,4,3,3,35,1
1,2,5,4,4,3,2,3,1,2,1,4,3,3,5,43,1
2,4,5,5,3,2,3,2,5,1,4,5,3,4,5,53,2
2,3,5,2,2,2,4,3,2,5,2,3,4,2,5,46,1
3,2,4,1,5,2,2,1,3,1,3,2,1,2,1,33,1
2,2,2,4,1,4,2,5,3,1,1,3,4,3,5,42,1
2,3,3,2,1,5,3,3,1,5,2,2,4,5,5,46,1
3,4,2,5,5,1,2,1,4,5,4,1,2,5,2,46,1
4,3,2,2,2,5,4,4,5,2,2,3,2,1,2,43,1
3,1,3,3,4,5,3,2,4,1,5,4,3,4,2,47,1
2,2,5,4,4,3,1,2,1,1,2,2,3,5,2,39,1
1,3,4,3,2,2,5,3,2,1,1,3,5,3,5,43,1
1,2,4,2,1,1,2,2,1,2,4,4,3,4,1,34,1
1,3,5,3,5,5,2,4,5,2,3,3,5,2,1,49,1
4,5,1,4,1,2,5,1,1,1,5,2,2,1,2,37,1
4,2,1,4,5,3,2,4,3,5,3,5,1,1,5,48,1
3,2,3,3,2,3,3,4,5,1,5,3,2,2,1,42,1
1,1,2,3,1,1,2,3,1,3,4,1,1,2,4,30,1
4,4,5,2,2,1,2,1,1,5,2,2,5,5,2,43,1
2,1,3,1,4,4,3,5,4,5,5,1,5,3,1,47,1
3,5,4,5,3,2,2,4,3,4,1,5,1,2,5,49,1
1,2,1,5,1,5,1,4,1,1,4,2,5,3,2,38,1
5,1,2,1,2,2,3,4,2,1,3,2,4,1,3,36,1
5,4,5,5,3,3,3,5,1,3,4,3,3,3,5,55,2
1,3,5,4,1,5,2,4,4,2,5,5,4,5,2,52,2
5,4,5,1,2,2,3,5,2,5,1,4,4,3,3,49,1
2,2,2,1,3,3,4,3,3,1,2,1,5,4,4,40,1
4,2,2,2,4,4,4,5,5,4,2,2,5,5,4,54,2
4,2,3,2,2,4,3,3,4,1,4,5,3,4,2,46,1
2,2,4,1,5,2,4,1,3,3,5,4,4,2,1,43,1
5,1,5,4,4,5,1,3,3,2,2,1,4,1,5,46,1
3,2,1,1,5,4,4,3,2,4,4,4,1,4,5,47,1
3,4,2,1,5,3,1,5,1,3,3,4,2,4,1,42,1
4,3,3,3,4,5,4,4,4,4,3,2,4,4,2,53,2
4,2,3,5,4,5,4,1,1,3,5,5,2,2,4,50,2
2,2,5,1,5,2,4,1,2,2,4,4,2,2,5,43,1
3,4,4,5,1,1,1,4,3,3,5,1,1,2,5,43,1
5,4,4,5,3,5,3,4,5,3,2,2,5,1,5,56,2
4,4,2,3,2,3,5,1,4,5,2,5,1,3,1,45,1
2,1,4,1,5,3,4,4,4,2,2,5,3,1,5,46,1
